"Data Source","World Development Indicators",

"Last Updated Date","2017-09-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Myanmar","MMR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0648148134350777","","","","","0.0849414393305779","","","","","0.114399999380112","","","","","","","","","","","0.20270000398159","","","","0.269899994134903","","","","0.0813999995589256","0.0784000009","","","","","0.293","","","","0.297","0.302","","","","0.359","0.372","0.407","0.43","0.465","0.478","0.511","0.539","0.568","","","","",
"Middle East & North Africa (excluding high income)","MNA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.574874438173754","","","","","","","","","","1.22044560464595","","","","","","","","","","","","1.11206043747717","","","","",
"Montenegro","MNE","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.03","1.986","","2.087","2.039","2.008","2.031","2.142","2.188","2.343","",
"Mongolia","MNG","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.910323262214661","","","","","1.37751376628876","","","","","1.72930002212524","","","","","","","","","","","9.81400012969971","9.53209972381592","","","","","","","","2.5383999348","2.6949000359","2.6180000305","","","","","","2.433","2.54","","","2.755","","","","","","2.884","2.675","2.764","2.879","","","","","",
"Northern Mariana Islands","MNP","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.445","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0430237241089344","","","","","0.0560086369514465","","","","","0.0529999993741512","","","","","","","","","","0.0254999995231628","0.0270000007003546","0.0263999998569489","","","0.0206000003963709","","","","0.0275999996811152","0.0121790003","","","","","","","","","","0.024","","","","0.025","","0.025","","0.026","0.044","0.047","0.051","0.053","0.055","","","",
"Mauritania","MRT","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0242179613560438","","","","","0.0273722633719444","","","","","0.0557000003755093","","","","","0.0553999990224838","","0.0688000023365021","","","","","","","0.0825000032782555","0.113300003111362","","","","","0.0627000034","","","0.0634000003","","0.138","","","","","","","","","0.102","","","","","0.127","0.13","","","0.0683665039601083","","","",
"Mauritius","MUS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.215151518583298","","","","","0.254980087280273","","","","","0.239700004458427","","","","","0.235400006175041","","","","","0.520699977874756","0.551500022411346","","","","0.528500020503998","","","","0.857999980449677","0.8108000159","0.8350999951","0.8474000096","0.8440999985","0.8454999924","0.85","","","","","","","","","1.072","","","","","","","","","","","","",
"Malawi","MWI","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.02748654037714","","","","","0.0211320761591196","","","","","0.0131000000983477","","","","","","","","","","","0.0185000002384186","","","0.087399996817112","","","","","0.0226000007241964","0.0219000001","","","0.0277999993","","","","","","","","","","0.011","0.021","","","","0.018","0.018","0.019","","","","","","",
"Malaysia","MYS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.14287468791008","","","","","0.161229208111763","","","","","0.23199999332428","","","","","0.233500003814697","","","","","0.255299985408783","0.255199998617172","","","","0.314999997615814","0.334600001573563","0.348399996757507","0.366600006818771","0.373800009489059","0.391900003","0.3928000033","0.4113999903","0.4309999943","0.4492000043","0.478","0.496","0.658","","0.683","0.689","","0.697","","","","","","0.923","","1.173","1.281","","","","","",
"North America","NAC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83005363824465","","","","","","","","","","2.51476100806095","","","","","","","","","","","","2.54632745456442","","","","",
"Namibia","NAM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2313999981","0.2316000015","","","","","0.295","","","","","","","0.299","","","0.372","","","0.374","","","","","","",
"New Caledonia","NCL","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","0.653400003910065","","","","","","","","","","","","","","","","1.982","","","","","","","","","","","","","","","","","",
"Niger","NER","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0109993712976575","","","","","0.0157371610403061","","","","","0.0165999997407198","","","","","0.0164000000804663","","","","","","","","","0.0251000002026558","","","","","","0.0184000004","","0.0272000004","","0.0225000009","","0.024","0.035","0.033","","","","0.033","","0.023","","","","0.019","","0.019","","","","","","",
"Nigeria","NGA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0171480365097523","","","","","0.0426094830036163","","","","","0.0504000000655651","","","","","0.0494999997317791","","","","","0.112999998033047","","0.149000003933907","","","0.192399993538857","0.186700001358986","","","0.19200000166893","","","0.1850000024","0.1920000017","","","","","","","0.269","","","0.263","","0.281","0.346","0.376","0.374","0.376","0.395","","","","","","",
"Nicaragua","NIC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.33981841802597","","","","","0.378109455108643","","","","","0.452699989080429","","","","","0.459600001573563","","","","","0.415600001811981","0.425500005483627","","","0.636900007724762","","","","0.471300005912781","","0.6571000218","","","","","0.82","","0.856","","","","","","0.39","","0.505","0.498","0.533","0.657","0.713","0.739","0.827","0.876","0.916","0.914","","",
"Netherlands","NLD","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1.1","1.1","1.1","1.1","1.1","1.2","1.2","1.2","1.2","1.2","1.2","1.3","1.4","1.4","1.5","1.6","1.7","1.7","1.8","1.8","1.9","2","2","2.1","2.2","2.2","2.3","2.4","2.4","2.4","2.5","2.6","","","","","","","2.9","3.1","3.2","3.3","3.1","3.149","","3.71","","3.921","","","2.961","3.133","3.255","3.313","3.352","","",
"Norway","NOR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1.2","","1.2","1.1","1.2","1.3","1.3","1.3","1.4","1.4","1.4","1.5","1.5","1.6","1.7","1.7","1.8","1.9","1.9","1.9","2","2","2.1","2.1","2.2","2.2","2.3","2.5","","","","2.6","2.6","2.6","2.7","2.8","2.8","2.5","2.7","2.8","2.9","3","3.1","3.1","","","3.77","3.889","4.076","4.053","4.112","4.187","4.232","4.303","4.42","","",
"Nepal","NPL","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0130094522610307","","","","","0.0207599624991417","","","","","0.0186000000685453","","","","","0.0189999993890524","","","","","0.033500000834465","","","","0.0313999988138676","0.0340999998152256","","0.0509999990463257","0.0507999993860722","0.0537000000476837","0.0507000014","0.0621000007","0.0756999999","0.0737000033","","0.04","0.04","0.04","0.04","","","0.052","","","0.214","","","","","","","","","","","","",
"Nauru","NRU","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.605","","","","","","","","","0.989","","","","0.995","0.997","0.998","","","","","","",
"New Zealand","NZL","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","1.1","","","","","1.1","","","","","1.1","","1.2","","","1.3","1.4","1.4","1.5","1.6","1.6","1.6","1.7","1.7","1.7","1.8","1.8","1.9","1.9","1.9","1.9","1.9","1.9","2","2","2","2.2","2.2","2.2","","2.311","2.067","2.2","","","","2.302","2.547","2.679","2.612","2.641","2.698","2.818","2.852","","",
"OECD members","OED","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.99403519024016","","","","","","","","","","2.53376202351371","","","","","","","","","","","","2.81165857603908","","","","",
"Oman","OMN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0304659493267536","","","","","0.0380348637700081","","","","","0.107900001108646","","","","","0.107400000095367","","","","","0.466800004243851","","0.549099981784821","","","0.523299992084503","","0.833500027656555","","0.883099973201752","0.795","","","0.8841999769","","1.13","","0.862","0.943","0.977","1.455","","1.257","","1.581","1.668","1.793","1.892","1.958","2.014","1.991","1.971","1.99","","1.541","","",
"Other small states","OSS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.966802821491125","","","","","","","","","","","","","","","","","","","","","","1.02528439286787","","","","",
"Pakistan","PAK","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.185295850038528","","","","","","","","","","0.23199999332428","","","","","0.232600003480911","","","","","0.285199999809265","0.343699991703033","0.342299997806549","","","","0.35139998793602","","","","0.461800009","0.4796999991","0.528","0.54","0.554","0.568","0.591","0.609","0.626","0.644","0.664","0.681","","","0.774","0.824","","0.8","0.821","0.838","0.852","","","","0.806","","",
"Panama","PAN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.356127887964249","","","","","0.478127390146255","","","","","0.613499999046326","","","","","0.596599996089935","","","","","","0.992999970912933","","","1.02079999446869","1.00600004196167","","","1.79330003261566","","1.113","1.122","1.144","1.178","1.126","1.167","1.206","1.204","1.194","1.233","1.502","1.245","1.337","1.343","1.325","1.352","1.354","1.309","1.388","1.317","1.414","1.508","1.609","1.594","","","",
"Peru","PER","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.509616374969482","","","","","0.60451728105545","","","","","0.520699977874756","","","","","0.526300013065338","","","","0.691799998283386","0.715799987316132","0.76010000705719","0.846300005912781","0.901700019836426","0.907500028610229","0.928600013256073","0.984099984169006","0.983399987220764","0.965200006961823","1.03480005264282","1.0644999743","","1.0299999714","","","0.98","","0.932","","1.166","","","","","","","","","","0.94","0.92","","1.116","","","","",
"Philippines","PHL","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.145961925387383","","","","","","","","","","0.110799998044968","","","","","0.112700000405312","","","","","0.128199994564056","0.149900004267693","","","0.153600007295609","0.153600007295609","","","","0.124200001358986","0.1186999977","","0.1084000021","","","","1.23","1.24","","","0.568","","1.112","","1.11","","","","","","","","","","","","",
"Palau","PLW","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.404","","1.58","","","","","","1.299","","","1.425","1.417","","","","","","",
"Papua New Guinea","PNG","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","0.0791433900594711","","","","","0.0859000012278557","","","0.0560999996960163","","0.0854000002145767","","","","","0.0621999986469746","0.0621999986469746","","","","0.162200003862381","","","","","0.0727000013","","","","","","","","0.073","","0.051","","","","","","","","0.051","","0.055","","","","","","",
"Poland","POL","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1","1","1.1","1.1","1.2","1.2","1.3","1.3","1.4","1.4","1.4","1.5","1.5","1.5","1.6","1.6","1.6","1.7","1.7","1.7","1.8","1.8","1.8","1.9","1.9","2","2","2.1","2.1","2.1","2.1","2.2","2.2","2.2","2.3","2.3","2.4","2.4","2.3","2.3","2.2","2.3","2.3","2.469","","1.97","2.012","","2.144","","2.157","2.182","2.202","2.207","2.271","","",
"Pre-demographic dividend","PRE","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.125736216095954","","","","","","","","","","0.173777115448229","","","","","","","","","","","","0.341303860155296","","","","",
"Puerto Rico","PRI","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","2.54909992218018","2.51110005378723","","","","","","","","","","","","2.97","","","","","","","","3.181","","","","","","","","2.777","","","","","",
"Portugal","PRT","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.8","0.8","0.9","0.8","0.8","0.9","0.9","0.9","1","0.9","0.9","1","1","1.1","1.2","1.2","1.3","1.5","1.7","1.9","2","2.1","2.2","2.3","2.4","2.5","2.6","2.6","2.7","2.8","2.8","2.8","2.9","2.9","2.9","2.9","3","3","3.1","3.1","3.2","3.2","3.257","3.311","3.372","3.448","3.511","3.593","3.681","3.786","3.842","3.983","4.101","4.26","4.426","","",
"Paraguay","PRY","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.533659040927887","","","","","0.532916843891144","","","","","0.43529999256134","","","","","0.438899993896484","","","","0.563199996948242","","0.578599989414215","","","0.700600028038025","0.675000011920929","","","0.639699995517731","","0.6499999762","0.8126999736","","","0.280099988","0.73","","1.098","","","1.17","","1.154","","","","","","","","","","1.286","","","","",
"West Bank and Gaza","PSE","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","0.837","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.276102416755796","","","","","","","","","","0.369617935431024","","","","","","","","","","","","0.349880017505409","","","","",
"Post-demographic dividend","PST","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.32767577375249","","","","","","","","","","2.79021649792883","","","","","","","","","","","","3.08102693055094","","","","",
"French Polynesia","PYF","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","1.25150001049042","","","","","","","","","","","","","","","1.697","","","","","","","","","","","","","","","","",
"Qatar","QAT","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","0.513499975204468","","","","","","","","","","","0.737900018692017","","","","","1.67560005187988","","","","1.5","","","","","","1.26","1.26","","","","2.217","","","","2.569","2.34","","3.319","3.222","3.919","","","","1.964","","",
"Romania","ROU","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1.26924955844879","","","","","1.31581437587738","","","","","1.18499994277954","1.20759999752045","","1.24210000038147","","1.31809997558594","1.33210003376007","1.35520005226135","1.37699997425079","1.41349995136261","1.4757000207901","1.5407999753952","1.63469994068146","1.97239995002747","1.72389996051788","1.76240003108978","1.78349995613098","1.78980004787445","1.80519998073578","1.81149995326996","1.8018000126","1.8158999681","1.8659000397","1.7695000172","1.7647999525","1.768","1.81","1.791","1.836","1.909","1.889","1.887","1.972","1.905","","","1.9166","","","","2.502","2.543","2.625","2.669","","","",
"Russian Federation","RUS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","3.87089991569519","3.93899989128113","4.00419998168945","4.03970003128052","4.08519983291626","4.070400238","4.0455999374","3.8717000484","3.9723000526","3.8350999355","3.859","4.096","4.155","4.209","4.194","","4.172","4","4.252","4","4","4.309","","","","2.398","2.409","2.386","2.382","3.306","","",
"Rwanda","RWA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.00765864318236709","","","","","0.0138234365731478","","","","","0.0165999997407198","","","","","0.0166999995708466","","","","","0.0318000018596649","0.0308999996632338","","0.0286999996751547","","0.0269000008702278","","","","0.0401000007987022","","","","0.0401000008","","","","","","","","","0.019","","0.049","0.024","","","0.052","0.055","0.055","","","","","","",
"South Asia","SAS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00567323617228","","","","","","","","","","0.499331943903799","","","","","","","","","","","","0.694168954355383","","","","",
"Saudi Arabia","SAU","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0611042939126492","","","","","0.106405183672905","","","","","0.13400000333786","","","","","","","","","","","0.549600005149841","","","","","1.34560000896454","","","","1.4334000349","","","1.3351000547","","","","1.66","","","0.699","0.657","","","1.37","","","1.622","1.997","2.017","2.35","2.416","2.425","","2.568","","",
"Sudan","SDN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0295177027583122","","","","","0.0411902889609337","","","","","0.0683000013232231","","","","","0.0684999972581863","","","","","0.109899997711182","0.10080000013113","","","0.0961999967694283","","0.0899000018835068","","","","","","","","0.1048000008","","0.09","","","","0.158","","","","0.242","","0.338","0.337","0.314","","0.28","","","","3.058","","",
"Senegal","SEN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0439284592866898","","","","","0.0512961931526661","","","","","0.0632999986410141","","","","","0.0614000000059605","","","","","","0.0788000002503395","0.0766000002622604","","","","","","","","0.0549000017","","0.0675999969","","0.0956000015","0.075","0.093","0.093","0.095","","","","","","0.054","","","","0.061","","0.059","","","","","","",
"Singapore","SGP","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.420413136482239","","","","","0.526232123374939","","","","","0.656899988651276","","","","","0.666800022125244","","","","","0.850899994373322","0.876800000667572","","","","0.998199999332428","0.72299998998642","","1.11099994182587","","1.2657999992","1.320299983","1.3478000164","1.3847999573","1.410599947","","","","1.627","1.393","","1.428","","1.5","1.484","1.501","1.502","1.56","1.617","1.676","1.736","1.747","1.82","1.913","","","",
"Solomon Islands","SLB","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.186440676450729","","","","","","","","","","0.204999998211861","","","","","","","","","","","","","","","","0.135199993848801","","","0.151999995112419","","","0.1569000036","","","0.14","","","","0.135","","","","0.134","","0.19","","","","0.229","0.224","0.203","","","","","",
"Sierra Leone","SLE","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0473003126680851","","","","","0.0592836551368237","","","","","0.0560999996960163","","","","","0.0538999997079372","","","","","0.0577999986708164","0.0527000017464161","","","0.0746999979019165","","","","","","","","","","","","0.073","","","","","","","","0.034","","","","0.017","","0.024","","","","","","",
"El Salvador","SLV","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.187354534864426","","","","","","","","","","0.2432000041008","","","","","0.241999998688698","","","","","0.325599998235703","0.386500000953674","","","0.351700007915497","","","","0.647300004959106","","0.8399999738","","","0.6600999832","","0.91","","1.071","","1.258","1.211","","1.351","","","1.741","1.5","","1.922","","1.596","","","","","","",
"San Marino","SMR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","2.05999994277954","2.21799993515015","2.18099999427795","2.24699997901917","2.16599988937378","2.28699994087219","2.3989999294281","2.51900005340576","2.53800010681152","2.42300009727478","47.35","","","","","","","","","","","","","","","","","","","","","5.01","5.261","5.225","6.362","","",
"Somalia","SOM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0237588658928871","","","","","0.0271036867052317","","","","","0.0366999991238117","","","","","0.0379999987781048","","","","","0.0461000017821789","0.0410000011324883","","","0.0714000016450882","","","","","","","","","0.0421999991","","","","0.04","","","","","","","","","0.035","","","","0.035","","","","0.029","","",
"Serbia","SRB","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.99","2.035","","2.292","2.463","2.484","2.484","2.489","2.463","","",
"Sub-Saharan Africa (excluding high income)","SSA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.136586927068846","","","","","","","","","","0.122403186467431","","","","","","","","","","","","0.301123201582694","","","","",
"South Sudan","SSD","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.137477395425356","","","","","","","","","","0.122403186467431","","","","","","","","","","","","0.301190590927074","","","","",
"Small states","SST","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.820756243638329","","","","","","","","","","","","","","","","","","","","","","0.918512330128157","","","","",
"Sao Tome and Principe","STP","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.299684554338455","","","","","","","","","","0.232899993658066","","","","","","","","","","0.438199996948242","0.418700009584427","","0.537000000476837","","","","","","0.545799970626831","0.5303999782","","0.3278999925","","","","0.467","","","","","","","","0.541","","","","","","","","","","","","",
"Suriname","SUR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.510344803333282","","","","","","","","","","0.465099990367889","","","","","","","","","","","","","","0.790899991989136","","","","","","0.75","","","0.7620000243","","0.75","0.252","","","","0.397","","","","0.817","","","","","","","","","","","","",
"Slovak Republic","SVK","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.1","3.1","3.179","3.12","","","3.005","","3.295","","","","3.387","","","",
"Slovenia","SVN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","1.77100002765656","","1.8425999879837","","1.8610999584198","1.87919998168945","1.88209998607636","2.00440001487732","2.02360010147095","2.06319999694824","1.9901000261","2.0785999298","2.0906999111","2.030299902","2.1895000935","2.121","2.135","2.147","2.178","2.135","2.17","2.194","2.253","","","2.4","2.424","","2.473","","2.426","2.487","2.534","2.623","2.765","","",
"Sweden","SWE","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1","1","1","1","1.1","1.1","1.1","1.2","1.2","1.3","1.3","1.4","1.5","1.5","1.6","1.7","1.8","1.9","2","2","2.2","2.3","2.3","2.4","2.6","2.6","2.8","2.8","2.8","2.8","2.9","","2.7","2.7","2.8","2.9","2.9","2.9","3","3","3.1","3.2","3.284","","3.28","","3.583","3.244","3.77","3.868","3.89","3.96","4.033","4.107","","","",
"Swaziland","SWZ","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.10429447889328","","","","","","","","","","0.124099999666214","","","","","","","","","","","","","0.0531999990344048","","","","","","","0.1077999994","","","","","","0.151","","","","0.002","0.167","","0.147","0.156","","","","","0.147","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.311750590801239","","","","","","","","","","0.223900005221367","","","","","0.218099996447563","","","","","","","","0.406800001859665","","0.445100009441376","","","","","","5.7887001038","","1.0274000168","","","1.324","","","","","","","","1.385","1.172","0.834","1.002","0.764","1.115","1.074","1.141","0.984","","","","",
"Syrian Arab Republic","SYR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.215961411595345","","","","","0.18516431748867","","","","","0.259400010108948","","","","","0.256399989128113","","","","","0.445800006389618","0.462999999523163","","","","","0.806599974632263","0.783399999141693","","0.862999975681305","0.834800005","","","","","","","1.299","1.342","1.339","1.37","1.399","1.475","1.414","1.465","1.558","0.53","1.523","1.528","1.455","1.505","","","","1.546","","",
"Turks and Caicos Islands","TCA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0137075716629624","","","","","0.013797240331769","","","","","0.0162000004202127","","","","","","","","0.0210999995470047","","","","","","","","0.0263000000268221","","","0.0262000001966953","","","","","0.0329999998","","","0.026","0.02","0.029","0.028","0.025","","","0.036","","0.035","","","","","","0.042","0.044","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.864110500570974","","","","","","","","","","0.987305030447836","","","","","","","","","","","","1.53974511868765","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21165822649118","","","","","","","","","","3.07235245245137","","","","","","","","","","","","2.76689938153598","","","","",
"Togo","TGO","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0209973752498627","","","","","0.0427611470222473","","","","","0.0348000004887581","","","","","0.0348999984562397","","","","","0.0551999993622303","0.0485999993979931","","","0.117399998009205","","0.0852999985218048","","","","","0.0878000036","","","0.056400001","0.076","","","","","","0.057","","","0.041","","","0.049","0.058","","0.053","","","","","","",
"Thailand","THA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.128902703523636","","","","","0.139682129025459","","","","","0.120700001716614","","","","","0.119099996984005","","","","","0.146999999880791","0.145500004291534","","0.159500002861023","0.159999996423721","0.169100001454353","0.182199999690056","0.181400001049042","0.209700003266335","0.232800006866455","0.2252999991","0.224","0.2337000072","0.234","0.238","0.239","0.269","0.274","0.293","0.293","0.368","0.299","0.296","0.277","0.289","0.293","0.286","0.295","0.317","0.34","0.394","","","","","","",
"Tajikistan","TJK","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","2.52740001678467","2.55590009689331","2.58229994773865","2.69709992408752","2.67820000648499","2.5508999825","2.614","2.2657001019","2.1767001152","2.2541000843","2.136","2.086","2.023","2.088","2.127","2.182","2.134","2.047","1.942","1.95","1.95","1.909","1.886","1.917","","1.685","1.708","1.715","1.698","1.714","","",
"Turkmenistan","TKM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","2.83879995346069","","","","","3.30430006980896","3.44000005722046","3.52740001678467","3.55019998550415","3.59980010986328","3.613699913","3.6728000641","3.5887000561","3.5697999001","3.53489995","3.17","3.222","3.171","","","","","4.355","","","","2.49","2.438","","","2.295","2.314","2.279","2.266","2.291","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.16768033187483","","","","","","","","","","1.50238039612003","","","","","","","","","","","","1.8639305511115","","","","",
"Timor-Leste","TLS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.003","","","0.082","","","0.034","0.037","0.044","0.079","0.078","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.574874438173754","","","","","","","","","","1.2245548076143","","","","","","","","","","","","1.11206043747717","","","","",
"Tonga","TON","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.375","","","","","","","","","","0.255800008773804","","","","","","","","","","0.361699998378754","0.602199971675873","0.599500000476837","","","","","","","0.49210000038147","","0.5083000064","","","","","","0.44","","","0.499","0.356","0.303","","","","","0.563","0.554","0.6","0.558","","","","","","",
"South Asia (IDA & IBRD)","TSA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00567323617228","","","","","","","","","","0.499331943903799","","","","","","","","","","","","0.694168954355383","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.137477395425356","","","","","","","","","","0.122403186467431","","","","","","","","","","","","0.301190590927074","","","","",
