NodeName,City,StateCode,CountryCode,Lon,Lat
SBW,Sibu,NULL,MY,111.99,2.25
SBY,Salisbury-Ocean City,MD,US,-75.52,38.34
SBZ,Sibiu,NULL,RO,24.09,45.79
SCC,Prudhoe Bay/Deadhorse,AK,US,-148.46,70.2
SCE,State College,PA,US,-77.85,40.85
SCK,Stockton,CA,US,-121.24,37.89
SCL,Santiago,NULL,CL,-70.79,-33.4
SCM,Scammon Bay,AK,US,-165.59,61.85
SCN,Saarbruecken,NULL,DE,7.11,49.22
SCO,Aktau,NULL,KZ,51.1,43.87
SCQ,Santiago De Compostela,SP,ES,-8.42,42.9
SCT,Socotra,NULL,YE,53.91,12.63
SCU,Santiago,NULL,CU,-75.84,19.97
SCV,Suceava,NULL,RO,26.36,47.69
SCW,Syktyvkar,NULL,RU,50.77,61.67
SCX,Salina Cruz,NULL,MX,-95.2,16.17
SCY,San Cristobal,NULL,EC,-89.43,-0.83
SCZ,Santa Cruz Island,NULL,SB,166.85,-11.62
SDD,Lubango,NULL,AO,13.58,-14.92
SDE,Santiago Del Estero,SE,AR,-64.32,-27.77
SDF,Louisville,KY ,US,-85.74,38.19
SDG,Sanandaj,NULL,IR,47.01,35.25
SDJ,Sendai,NULL,JP,140.92,38.14
SDK,Sandakan,NULL,MY,118.06,5.9
SDL,Sundsvall,NULL,SE,17.44,62.52
SDN,Sandane,NULL,NO,6.22,61.77
SDP,Sand Point,AK,US,-160.51,55.32
SDQ,Santo Domingo,NULL,DO,-69.68,18.43
SDR,Santander,SP,ES,-3.82,43.42
SDU,Rio De Janeiro,RJ,BR,-43.17,-22.91
SDV,Tel Aviv-Yafo,NULL,IL,34.79,32.1
SDY,Sidney,MT,US,-104.19,47.71
SEA,Seattle,WA,US,-122.3,47.44
SEB,Sebha,NULL,LY,14.46,27.02
SEN,Southend,EN,GB,0.7,51.57
SEU,Seronera,NULL,TZ,34.82,-2.38
SEY,Selibaby,NULL,MR,-12.21,15.18
SEZ,Mahe Island,NULL,SC,55.51,-4.67
SFA,Sfax,NULL,TN,10.68,34.72
SFB,Orlando,FL,US,-81.24,28.78
SFE,San Fernando,NULL,PH,120.3,16.6
SFG,Saint Martin,NULL,GP,-61.53,16.27
SFJ,Kangerlussuaq,NULL,GL,-50.72,67.01
SFL,Sao Filipe,NULL,CV,-24.52,14.9
SFN,Santa Fe,SF,AR,-60.82,-31.72
SFO,San Francisco,CA,US,-122.39,37.62
SFT,Skelleftea,NULL,SE,21.07,64.62
SGC,Surgut,NULL,RU,73.41,61.34
SGD,Sonderborg,NULL,DK,9.79,54.93
SGF,Springfield,MO,US,-93.38,37.24
SGK,Sangapi,NULL,PG,144.77,-5.08
SGN,Ho Chi Minh City,NULL,VN,106.66,10.81
SGO,Saint George,QLD,AU,148.59,-28.05
SGU,Saint George,UT,US,-113.59,37.1
SGY,Skagway,AK,US,-135.32,59.46
SHA,Shanghai,NULL,CN,121.34,31.2
SHB,Nakashibetsu,NULL,JP,144.96,43.57
SHC,Indaselassie,NULL,ET,39.13,12.98
SHD,Staunton,VA,US,-78.9,38.26
SHE,Shenyang,NULL,CN,123.43,41.86
SHG,Shungnak,AK,US,-157.16,66.89
SHH,Shishmaref,AK,US,-166.06,66.26
SHJ,Sharjah,NULL,AE,55.52,25.32
SHL,Shillong,NULL,IN,91.88,25.57
SHM,Shirahama,NULL,JP,135.36,33.66
SHP,Qinhuangdao,NULL,CN,119.5,39.93
SHR,Sheridan,WY,US,-106.98,44.77
SHV,Shreveport,LA,US,-93.83,32.45
SHW,Sharurah,NULL,SA,47.11,17.47
SHX,Shageluk,AK,US,-159.57,62.7
SHY,Shinyanga,NULL,TZ,33.5,-3.61
SIC,Sinop,NULL,TR,35.07,42.02
SID,Sal,NULL,CV,-22.94,16.73
SIF,Simara,NULL,NP,84.98,27.16
SIN,Singapore,NULL,SG,103.99,1.36
SIP,Simferopol,NULL,UA,34,45.02
SIQ,Singkep,NULL,ID,104.42,-0.5
SIR,Sion,NULL,CH,7.33,46.25
SIT,Sitka,AK,US,-135.23,57.05
SJC,San Jose,CA,US,-121.93,37.37
SJD,San Jose Cabo,NULL,MX,-109.72,23.16
SJE,San Jose Del Gua,NULL,CO,-72.67,2.58
SJI,San Jose,NULL,PH,121.05,12.36
SJJ,Sarajevo,NULL,BA,18.34,43.83
SJK,Sao Jose dos Campos,SP,BR,-46.12,-23.18
SJL,Sao Gabriel,AM,BR,-54.33,-30.33
SJO,San Jose,NULL,CR,-84.2,10
SJP,Sao Jose Do Rio Preto,SP,BR,-49.42,-20.82
SJT,San Angelo,TX,US,-100.49,31.36
SJU,San Juan,NULL,PR,-66,18.44
SJW,Shijiazhuang,NULL,CN,114.69,38.27
SJY,Seinajoki,NULL,FI,22.84,62.69
SJZ,Sao Jorge Island,NULL,PT,-28.23,38.65
SKB,Saint Kitts,NULL,KN,-62.71,17.31
SKC,Suki,NULL,PG,141.8,-8.08
SKD,Samarkand,NULL,UZ,66.99,39.7
SKE,Skien,NULL,NO,9.56,59.18
SKG,Thessaloniki,NULL,GR,22.97,40.52
SKH,Surkhet,NULL,NP,82.51,28.33
SKK,Shaktoolik,AK,US,-161.14,64.32
SKN,Stokmarknes,NULL,NO,15.03,68.58
SKO,Sokoto,NULL,NG,5.24,13.01
SKP,Skopje,NULL,MK,21.63,41.96
SKT,Sialkot,NULL,PK,74.5,32.53
SKU,Skiros,NULL,GR,24.57,38.92
SKZ,Sukkur,NULL,PK,68.8,27.72
SLA,Salta,SA,AR,-65.48,-24.84
SLC,Salt Lake City,UT,US,-111.98,40.79
SLH,Sola,NULL,VU,167.55,-13.88
SLI,Solwezi,NULL,ZM,26.37,-12.17
SLK,Saranac Lake,NY,US,-74.21,44.38
SLL,Salalah,NULL,OM,54.11,17.04
SLM,Salamanca,SP,ES,-5.65,40.97
SLN,Salina,KS,US,-97.65,38.79
SLP,San Luis Potosi,NULL,MX,-100.94,22.26
SLQ,Sleetmute,AK,US,-157.17,61.7
SLU,Saint Lucia,NULL,LC,-60.99,14.02
SLV,Simla,NULL,IN,77.15,31.12
SLW,Saltillo,NULL,MX,-100.92,25.55
SLX,Salt Cay,NULL,TC,-71.2,21.33
SLY,Salekhard,NULL,RU,66.6,66.58
SLZ,Sao Luiz,MA,BR,-44.24,-2.58
SMA,Santa Maria (Azores),NULL,PT,-25.1,36.97
SMF,Sacramento,CA,US,-121.59,38.69
SMI,Samos,NULL,GR,26.91,37.69
SMK,Saint Michael,AK,US,-162.11,63.48
SML,Stella Maris,NULL,BS,-75.27,23.58
SMR,Santa Marta,NULL,CO,-74.23,11.12
SMS,Sainte Marie,NULL,MG,49.82,-17.08
SMX,Santa Maria,CA,US,-120.46,34.91
SNA,Santa Ana,CA,US,-117.86,33.68
SNE,Sao Nicolau,NULL,CV,-24.29,16.59
SNN,Shannon,NULL,IE,-8.92,52.69
SNO,Sakon Nakhon,NULL,TH,104.1,17.28
SNP,Saint Paul Island,AK,US,-170.22,57.15
SNR,Saint Nazaire,NULL,FR,-2.18,47.29
SNU,Santa Clara,NULL,CU,-79.94,22.49
SNW,Thandwe,NULL,MM,94.3,18.45
SOC,Solo City,NULL,ID,110.75,-7.52
SOF,Sofia,NULL,BG,23.41,42.69
SOG,Sogndal,NULL,NO,7.14,61.16
SOJ,Sorkjosen,NULL,NO,20.93,69.78
SON,Espiritu Santo,NULL,VU,167.22,-15.51
SOQ,Sorong,NULL,ID,131.29,-0.89
SOU,Southampton,EN,GB,-1.36,50.95
SOV,Seldovia,AK,US,-151.7,59.44
SOW,Show Low,AZ,US,-110,34.26
SOY,Stronsay,SC,GB,-2.63,59.13
SPB,Saint Thomas,NULL,VI,-64.92,18.35
SPC,Santa Cruz De La Palma,CI,ES,-17.76,28.63
SPI,Springfield,IL,US,-89.68,39.84
SPN,Saipan,NULL,MP,145.72,15.12
SPP,Menongue,NULL,AO,17.73,-14.64
SPR,San Pedro,NULL,BZ,-87.97,17.91
SPS,Wichita Falls,TX,US,-98.49,33.99
SPU,Split,NULL,HR,16.3,43.54
SQN,Sanana,NULL,ID,125.92,-2.2
SQO,Storuman,NULL,SE,17.8,64.96
SRA,Santa Rosa,RS,BR,-54.48,-27.87
SRE,Sucre,NULL,BO,-65.3,-19.01
SRG,Semarang,NULL,ID,110.38,-6.98
SRJ,San Borja,NULL,BO,-66.83,-14.82
SRP,Stord,NULL,NO,5.42,59.83
SRQ,Sarasota,FL,US,-82.55,27.39
SRV,Stony River,AK,US,-156.59,61.79
SRX,Sert,NULL,LY,16.61,31.06
SRY,Sary,NULL,IR,53.2,36.64
SRZ,Santa Cruz,NULL,BO,-63.17,-17.8
SSA,Salvador,BA,BR,-38.34,-12.91
SSB,Saint Croix,NULL,VI,-64.75,17.75
SSE,Sholapur,NULL,IN,75.93,17.63
SSG,Malabo,NULL,GQ,8.72,3.76
SSH,Sharm el Sheikh,NULL,EG,34.39,27.98
SSJ,Sandnessjoen,NULL,NO,12.48,65.96
SSR,Sara,NULL,VU,168.3,-15.5
STD,Santo Domingo,NULL,VE,-72.07,7.58
STG,Saint George Island,AK,US,-169.55,56.6
STI,Santiago,NULL,DO,-70.6,19.4
STL,Saint Louis,MO,US,-90.37,38.74
STM,Santarem,PA,BR,-54.79,-2.42
STN,London,EN,GB,0.26,51.89
STR,Stuttgart,NULL,DE,9.19,48.69
STS,Santa Rosa,CA,US,-122.81,38.51
STT,Saint Thomas,NULL,VI,-64.97,18.34
STV,Surat Gujarat,NULL,IN,73.92,29.3
STW,Stavropol,NULL,RU,42.01,45.33
STX,Saint Croix,NULL,VI,-64.8,17.7
SUB,Surabaya,NULL,ID,112.78,-7.38
SUF,Lamezia-Terme,NULL,IT,16.24,38.91
SUG,Surigao,NULL,PH,125.48,9.76
SUJ,Satu Mare,NULL,RO,22.88,47.7
SUL,Sui,NULL,PK,69.17,28.65
SUN,Sun Valley,ID,US,-114.3,43.51
SUR,Summer Beaver,ON,CA,-88.55,52.72
SUV,Suva,NULL,FJ,178.56,-18.05
SUX,Sioux City,IA,US,-96.38,42.4
SVA,Savoonga,AK,US,-170.49,63.69
SVB,Sambava,NULL,MG,50.17,-14.28
SVC,Silver City,NM,US,-108.15,32.63
SVD,Saint Vincent,NULL,VC,-61.21,13.15
SVG,Stavanger,NULL,NO,5.63,58.88
SVI,San Vicente,NULL,CO,-74.77,2.15
SVJ,Svolvaer,NULL,NO,14.67,68.24
SVL,Savonlinna,NULL,FI,28.95,61.95
SVO,Moscow,NULL,RU,37.42,55.97
SVP,Kuito,NULL,AO,16.96,-12.4
SVQ,Sevilla,SP,ES,-5.9,37.42
SVS,Stevens Village,AK,US,-149.09,66.01
SVU,Savusavu,NULL,FJ,179.34,-16.8
SVX,Ekaterinburg,NULL,RU,60.8,56.75
SWA,Shantou,NULL,CN,116.76,23.43
SWF,Newburgh,NY,US,-74.1,41.5
SWJ,South West Bay,NULL,VU,167.17,-16.25
SWQ,Sumbawa Besar,NULL,ID,117.42,-8.5
SXB,Strasbourg,NULL,FR,7.63,48.54
SXF,Berlin,NULL,DE,13.52,52.37
SXK,Saumlaki,NULL,ID,131.32,-7.97
SXL,Sligo,NULL,IE,-8.47,54.28
SXM,Saint Maarten,NULL,AN,-63.11,18.04
SXP,Sheldon Point,AK,US,-164.83,62.53
SXR,Srinagar,NULL,IN,74.76,34
SXV,Salem,NULL,IN,78.17,11.65
SXZ,Siirt,NULL,TR,41.84,37.98
SYB,Seal Bay,AK,US,-152.5,58.17
SYD,Sydney,NSW,AU,151.18,-33.93
SYJ,Sirjan,NULL,IR,55.66,29.55
SYM,Simao,NULL,CN,100.96,22.8
SYO,Shonai,NULL,JP,139.79,38.81
SYQ,San Jose,NULL,CR,-84.13,9.95
SYR,Syracuse,NY,US,-76.11,43.11
SYX,Sanya,NULL,CN,109.41,18.31
SYY,"Stornoway, Outer Stat Hebrides",NULL,GB,-6.32,58.21
SYZ,Shiraz,NULL,IR,52.59,29.55
SZB,Kuala Lumpur,NULL,MY,101.56,3.13
SZF,Samsun,NULL,TR,36.56,41.26
SZG,Salzburg,NULL,AT,13,47.79
SZX,Shenzhen,NULL,CN,113.93,22.3
SZZ,Szczecin,NULL,PL,14.89,53.59
TAB,Tobago,NULL,TT,-60.84,11.15
TAC,Tacloban,NULL,PH,125.03,11.23
TAE,Daegu,NULL,KR,128.64,35.9
TAG,Tagbilaran,NULL,PH,123.85,9.66
TAH,Tanna,NULL,VU,169.23,-19.46
TAI,Taiz,NULL,YE,44.13,13.69
TAK,Takamatsu,NULL,JP,134.02,34.22
TAL,Tanana,AK,US,-152.11,65.17
TAM,Tampico,NULL,MX,-97.87,22.29
TAO,Qingdao,NULL,CN,120.38,36.27
TAP,Tapachula,NULL,MX,-92.25,14.91
TAS,Tashkent,NULL,UZ,69.27,41.26
TAT,Poprad/Tatry,NULL,SK,20.24,49.07
TAY,Tartu,NULL,EE,26.73,58.33
TBB,Tuy Hoa,NULL,VN,109.34,13.04
TBG,Tabubil,NULL,PG,141.23,-5.27
TBH,Tablas,NULL,PH,122.08,12.32
TBI,The Bight,NULL,BS,-75.45,24.32
TBJ,Tabarka,NULL,TN,8.88,36.98
TBN,Fort Leonard Wood,MO,US,-92.14,37.74
TBO,Tabora,NULL,TZ,32.84,-5.07
TBP,Tumbes,NULL,PE,-80.42,-3.57
TBS,Tbilisi,NULL,GE,44.96,41.67
TBT,Tabatinga,AM,BR,-69.93,-4.23
TBU,Nukualofa',NULL,TO,-175.14,-21.24
TBW,Tambov,NULL,RU,41.43,52.72
TBZ,Tabriz,NULL,IR,46.24,38.12
TCB,Treasure Cay,NULL,BS,-77.37,26.73
TCD,Tarapaca,NULL,CO,-69.77,-2.93
TCG,Tacheng,NULL,CN,83.33,46.67
TCO,Tumaco,NULL,CO,-78.77,1.82
TCP,Taba,NULL,EG,34.92,29.55
TCQ,Tacna,NULL,PE,-70.28,-18.06
TCR,Tuticorin,NULL,IN,78.03,8.72
TCT,Takotna,AK,US,-156.07,62.99
TCX,Tabas,NULL,IR,56.9,33.68
TCZ,Tengchong ,NULL,CN,98.49,25.02
TDD,Trinidad,NULL,BO,-64.92,-14.82
TDX,Trat,NULL,TH,102.32,12.27
TEE,Tebessa,NULL,DZ,8.15,35.47
TEN,Tongren,NULL,CN,109.05,27.63
TEQ,Tekirdag,NULL,TR,27.5,40.97
TER,Terceira,NULL,PT,-27.09,38.76
TET,Tete,NULL,MZ,33.64,-16.1
TEX,Telluride,CO,US,-107.82,37.93
TEZ,Tezpur,NULL,IN,92.8,26.71
TFF,Tefe,AM,BR,-64.7,-3.37
TFI,Tufi,NULL,PG,149.33,-9.05
TFN,Tenerife,CI,ES,-16.35,28.49
TFS,Tenerife,CI,ES,-16.57,28.04
TGC,Sarikei ,NULL,MY,111.2,2.18
TGD,Podgorica,NULL,ME,19.25,42.37
TGG,Kuala Terengganu,NULL,MY,103.11,5.38
TGH,Tongoa,NULL,VU,168.55,-16.9
TGJ,Tiga,NULL,NC,167.8,-21.1
TGK,Taganrog,NULL,RU,38.84,47.2
TGM,Tirgu Mures,NULL,RO,24.53,46.53
TGO,Tongliao,NULL,CN,122.2,43.56
TGR,Touggourt,NULL,DZ,6.08,33.06
TGU,Tegucigalpa,NULL,HN,-87.22,14.06
TGZ,Tuxtla Gutierrez,NULL,MX,-93.02,16.56
THE,Teresina,PI,BR,-42.82,-5.06
THL,Tachilek,NULL,MM,99.95,20.45
THN,Trollhattan,NULL,SE,12.3,58.27
THQ,Tianshui ,NULL,CN,105.86,34.56
THR,Tehran,NULL,IR,51.32,35.69
THS,Sukhothai,NULL,TH,99.82,17.22
TIA,Tirana,NULL,AL,19.71,41.42
TID,Tiaret,NULL,DZ,1.35,35.47
TIF,Taif,NULL,SA,40.55,21.48
TIH,Tikehau Atoll,NULL,PF,-148.23,-15.12
TII,Tirinkot,NULL,AF,65.63,32.87
TIJ,Tijuana,NULL,MX,-116.97,32.55
TIM,Tembagapura,NULL,ID,136.89,-4.53
TIN,Tindouf,NULL,DZ,-8.17,27.72
TIP,Tripoli,NULL,LY,13.14,32.67
TIQ,Tinian,NULL,MP,145.63,14.99
TIR,Tirupati,NULL,IN,79.54,13.64
TIU,Timaru,NULL,NZ,171.23,-44.3
TIV,Tivat,NULL,ME,18.73,42.4
TIZ,Tari,NULL,PG,142.94,-5.86
TJA,Tarija,NULL,BO,-64.75,-21.55
TJK,Tokat,NULL,TR,36.37,40.3
TJM,Tyumen,NULL,RU,65.35,57.18
TJN,Takume,NULL,PF,-142.27,-15.85
TJQ,Tanjung Pandan,NULL,ID,107.65,-2.75
TJU,Kulyab ,NULL,TJ,69.78,37.89
TKD,Takoradi,NULL,GH,-1.77,4.89
TKE,Tenakee Springs,AK,US,-135.22,57.78
TKG,Bandar Lampung,NULL,ID,105.18,-5.24
TKK,"Truk, Caroline Islands",NULL,FM,151.84,7.46
TKP,Takapoto,NULL,PF,-145.14,-15.45
TKQ,Kigoma,NULL,TZ,29.67,-4.88
TKS,Tokushima,NULL,JP,134.59,34.14
TKU,Turku,NULL,FI,22.28,60.51
TKV,Tatakoto,NULL,PF,-138.33,-17.28
TKX,Takaroa,NULL,PF,-145.03,-14.46
TLA,Teller,AK,US,-166.35,65.27
TLC,Toluca,NULL,MX,-99.67,19.28
TLE,Tulear,NULL,MG,43.72,-23.39
TLH,Tallahassee,FL,US,-84.34,30.4
TLJ,Tatalina,AK,US,-155.97,62.89
TLL,Tallinn,NULL,EE,24.8,59.42
TLM,Tlemcen,NULL,DZ,-1.45,35.02
TLN,Toulon,NULL,FR,6.16,43.09
TLS,Toulouse,NULL,FR,1.37,43.63
TLT,Tuluksak,AK,US,-160.96,61.1
TLV,Tel Aviv-Yafo,NULL,IL,34.87,32
TLY,Plastun ,NULL,RU,136.29,44.81
TMC,Tambolaka,NULL,ID,119.18,-9.34
TME,Tame,NULL,CO,-71.77,6.5
TMI,Tumling Tar,NULL,NP,87.2,27.3
TMJ,Termez,NULL,UZ,67.32,37.28
TML,Tamale,NULL,GH,-0.88,9.41
TMM,Tamatave,NULL,MG,49.39,-18.11
TMP,Tampere,NULL,FI,23.62,61.42
TMR,Tamenghest,NULL,DZ,5.46,22.81
TMS,Sao Tome Island,NULL,ST,6.72,0.38
TMT,Trombetas,PA,BR,-55.58,-1.92
TMU,Tambor,NULL,CR,-85.02,9.73
TMW,Tamworth,NSW,AU,150.85,-31.08
TMX,Timimoun,NULL,DZ,0.28,29.23
TNA,Jinan,NULL,CN,117.21,36.86
TNC,Tin City,AK,US,-167.92,65.56
TNG,Tangier,NULL,MA,-5.91,35.73
TNJ,Tanjung Pinang,NULL,ID,104.54,0.92
TNK,Tununak,AK,US,-165.27,60.57
TNN,Tainan,NULL,TW,120.22,22.95
TNO,Tamarindo,NULL,CR,-85.82,10.31
TNR,Antananarivo,NULL,MG,47.48,-18.8
TOB,Tobruk,NULL,LY,23.92,31.85
TOD,Tioman,NULL,MY,104.17,2.75
TOE,Tozeur,NULL,TN,8.13,33.92
TOF,Tomsk,NULL,RU,84.97,56.5
TOG,Togiak Village,AK,US,-160.38,59.06
TOH,Torres,NULL,VU,166.75,-13.17
TOL,Toledo,OH,US,-83.81,41.59
TOM,Tombouctou,NULL,ML,-3.01,16.73
TOS,Tromso,NULL,NO,18.91,69.68
TOU,Touho,NULL,NC,165.25,-20.8
TOY,Toyama,NULL,JP,137.19,36.64
TPA,Tampa,FL,US,-82.54,27.98
TPE,Taipei,NULL,TW,121.22,25.08
TPI,Tapini,NULL,PG,146.98,-8.37
TPP,Tarapoto,NULL,PE,-76.4,-6.51
TPQ,Tepic,NULL,MX,-104.9,21.5
TPS,Trapani,NULL,IT,12.5,37.9
TPU,Tikapur,NULL,NP,81.19,28.55
TQL,Tarko-Sale ,NULL,RU,77.79,64.92
TQR,San Domino Island,NULL,IT,15.48,42.12
TRC,Torreon,NULL,MX,-103.4,25.56
TRD,Trondheim,NULL,NO,10.92,63.45
TRE,"Tiree, Inner Hebrides",NULL,GB,-6.87,56.5
TRF,Oslo,NULL,NO,10.25,59.18
TRG,Tauranga,NULL,NZ,176.2,-37.67
TRI,"Bristol, VA/Johnson City/Kingsport",TN,US,-82.41,36.48
TRK,Tarakan,NULL,ID,117.57,3.33
TRN,Turin,NULL,IT,7.64,45.19
TRO,Taree,NSW,AU,152.51,-31.89
TRS,Trieste,NULL,IT,13.49,45.82
TRU,Trujillo,NULL,PE,-79.11,-8.09
TRV,Thiruvananthapuram,NULL,IN,76.92,8.48
TRW,Tarawa,NULL,KI,172.94,1.36
TRZ,Tiruchirappalli,NULL,IN,78.71,10.76
TSA,Taipei,NULL,TW,121.55,25.06
TSE,Astana,NULL,KZ,71.46,51.03
TSF,Venice,NULL,IT,12.21,45.66
TSJ,Tsushima,NULL,JP,129.33,34.29
TSN,Tianjin,NULL,CN,117.34,39.12
TSO,Isles Of Scilly,EN,GB,-6.33,49.95
TSR,Timisoara,NULL,RO,21.32,45.81
TST,Trang,NULL,TH,99.62,7.5
TSV,Townsville,QLD,AU,146.77,-19.26
TTA,Tan Tan,NULL,MA,-11.08,28.45
TTE,Ternate,NULL,ID,127.4,0.8
TTJ,Tottori,NULL,JP,134.17,35.53
TTQ,Tortuquero,NULL,CR,-83.52,10.57
TTT,Taitung,NULL,TW,121.1,22.75
TUB,Tubuai Island,NULL,PF,-149.47,-23.35
TUC,Tucuman,TU,AR,-65.2,-26.83
TUE,Tupile,NULL,PA,-79.49,9.57
TUF,Tours,NULL,FR,0.73,47.43
TUG,Tuguegarao,NULL,PH,121.73,17.64
TUI,Turaif,NULL,SA,38.73,31.69
TUK,Turbat,NULL,PK,63.07,25.98
TUL,Tulsa,OK,US,-95.89,36.19
TUN,Tunis,NULL,TN,10.22,36.85
TUO,Taupo,NULL,NZ,176.08,-38.74
TUP,Tupelo,MS,US,-88.77,34.26
TUR,Tucurui,PA,BR,-49.73,-3.7
TUS,Tucson,AZ,US,-110.94,32.12
TUU,Tabuk,NULL,SA,36.61,28.38
TUW,Tubala,NULL,PA,-77.67,8.83
TVC,Traverse City,MI,US,-85.58,44.74
TVF,Thief River Falls,MN,US,-96.19,48.07
TVS,Tangshan ,NULL,CN,118.18,39.63
TVU,Taveuni,NULL,FJ,179.87,-16.69
TVY,Dawe,NULL,MM,98.2,14.1
TWA,Twin Hills,AK,US,-159.99,59.17
TWB,Toowoomba,QLD,AU,151.91,-27.54
TWF,Twin Falls,ID,US,-114.49,42.48
TWT,Tawitawi,NULL,PH,119.74,5.04
TWU,Tawau,NULL,MY,117.88,4.26
TXK,Texarkana,AR,US,-93.99,33.46
TXL,Berlin,NULL,DE,13.29,52.55
TXN,Tunxi,NULL,CN,118.26,29.73
TYF,Torsby,NULL,SE,13,60.15
TYL,Talara,NULL,PE,-81.25,-4.56
TYN,Taiyuan,NULL,CN,112.63,37.75
TYR,Tyler,TX,US,-95.41,32.35
TYS,Knoxville,TN,US,-83.99,35.81
TZA,Belize City,NULL,BZ,-88.3,17.53
TZX,Trabzon,NULL,TR,39.78,40.99
UAH,Ua Huka,NULL,PF,-139.55,-8.93
UAK,Narsarsuaq,NULL,GL,-45.32,61.17
UAP,"Ua Pou, Marquesas Island",NULL,PF,-140.08,-9.34
UAQ,San Juan,SJ,AR,-68.52,-31.55
UAS,Samburu,NULL,KE,37.55,0.47
UBA,Uberaba,MG,BR,-47.96,-19.78
UBJ,Ube,NULL,JP,131.27,33.93
UBP,Ubon Ratchathani,NULL,TH,104.87,15.25
UCT,Ukhta,NULL,RU,53.8,63.57
UDI,Uberlandia,MG,BR,-48.23,-18.9
UDJ,Uzhgorod,NULL,UA,22.27,48.64
UDR,Udaipur,NULL,IN,73.89,24.62
UEL,Quelimane,NULL,MZ,36.87,-17.85
UEO,Kume-jima,NULL,JP,126.72,26.37
UET,Quetta,NULL,PK,66.95,30.25
UFA,Ufa,NULL,RU,55.88,54.57
UGB,Pilot Point,AK,US,-157.55,57.55
UGC,Urgench,NULL,UZ,60.63,41.58
UGI,Uganik,AK,US,-153.5,57.88
UGT,Umnugobitour,NULL,MN,104.13,43.75
UIB,Quibdo,NULL,CO,-76.64,5.69
UIH,Qui Nhon,NULL,VN,109.23,13.77
UII,Utila,NULL,HN,-86.89,16.09
UIN,Quincy,IL,US,-91.2,39.94
UIO,Quito,NULL,EC,-78.49,-0.15
UIP,Quimper,NULL,FR,-4.17,47.97
UKA,Ukunda,NULL,KE,39.57,-4.3
UKB,Kobe,NULL,JP,135.23,34.64
UKK,Ust-Kamenogorsk,NULL,KZ,82.51,50.03
UKS,Sevastopol,NULL,UA,33.58,44.69
UKX,Ust-Kut,NULL,RU,105.73,56.85
ULB,Ulei,NULL,VU,168.33,-16.42
ULG,Ulgit,NULL,MN,89.97,48.97
ULN,Ulaanbaatar,NULL,MN,106.76,47.85
ULO,Ulaangom,NULL,MN,92.07,49.98
ULP,Quilpie,QLD,AU,144.3,-26.63
ULU,Gulu,NULL,UG,32.3,2.78
ULY,Ulyanovsk,NULL,RU,48.22,54.27
ULZ,Uliastai,NULL,MN,96.85,47.75
UMD,Uummannaq,NULL,GL,-52.12,70.67
UME,Umea,NULL,SE,20.29,63.79
UNA,Una,BA,BR,-39,-15.35
UND,Kunduz,NULL,AF,68.91,36.66
UNG,Kiunga,NULL,PG,141.29,-6.13
UNK,Unalakleet,AK,US,-160.8,63.88
UPB,Havana,NULL,CU,-82.58,23.03
UPG,Ujung Pandang,NULL,ID,119.55,-5.06
UPN,Uruapan,NULL,MX,-102.05,19.41
URA,Uralsk,NULL,KZ,51.54,51.15
URC,Urumqi,NULL,CN,87.48,43.9
URE,Kuressaare,NULL,EE,22.5,58.22
URG,Uruguaiana,RS,BR,-57.04,-29.78
URJ,Uraj,NULL,RU,64.83,60.12
URT,Surat Thani,NULL,TH,99.14,9.13
URY,Gurayat,NULL,SA,37.28,31.41
USH,Ushuaia,TF,AR,-68.31,-54.84
USK,Usinsk,NULL,RU,57.4,65.95
USM,Koh Samui,NULL,TH,100.06,9.56
USN,Ulsan,NULL,KR,129.36,35.59
USQ,Usak,NULL,TR,29.47,38.68
USU,Busuanga,NULL,PH,120.17,12.1
UTH,Udon Thani,NULL,TH,102.77,17.39
UTM,Tunica,MS,US,-90.37,34.67
UTN,Upington,NULL,ZA,21.25,-28.4
UTP,Utapao,NULL,TH,101.02,12.68
UTS,Ust-Tsilma,NULL,RU,52.2,65.43
UTT,Umtata,NULL,ZA,28.78,-31.58
UTU,Ustupo,NULL,PA,-78.83,9.67
UUA,Bugulma,NULL,RU,52.82,54.62
UUD,Ulan-Ude,NULL,RU,107.5,51.83
UUS,Yuzhno-Sakhalinsk,NULL,RU,142.75,46.97
UVE,Ouvea,NULL,NC,166.57,-20.64
UVF,Saint Lucia,NULL,LC,-60.95,13.74
UYL,Nyala,NULL,SD,24.89,12.07
UYN,Yulin,NULL,CN,109.73,38.27
VAA,Vaasa,NULL,FI,21.76,63.04
VAG,Varginha,MG,BR,-45.43,-21.55
VAI,Vanimo,NULL,PG,141.3,-2.69
VAK,Chevak,AK,US,-165.59,61.53
VAN,Van,NULL,TR,43.33,38.46
VAO,Suavanao,NULL,SB,158.67,-7.57
VAR,Varna,NULL,BG,27.83,43.24
VAS,Sivas,NULL,TR,36.9,39.81
VAW,Vardoe,NULL,NO,31.05,70.35
VBM,Blue Mountain,NULL,US,-86.66,36.09
VBS,Brescia,NULL,IT,10.33,45.43
VBV,Vanuabalavu,NULL,FJ,-178.95,-17.23
VBY,Visby,NULL,SE,18.34,57.66
VCA,Can Tho,NULL,VN,105.77,10.05
VCE,Venice,NULL,IT,12.34,45.5
VCL,Tamky-Chulai Airport,NULL,VN,108.7,15.42
VCP,Campinas,SP,BR,-47.14,-23.01
