Location,Country,Region/City,Disease,Species,Feed Language,HM Alert ID,Headline,URL,Issue Date,Alert Tag,New SC,New SD,New CC,New CD,Cumulative SC,Cumulative SD,Cumulative CC,Cumulative CD,RO,Feed Name,Report Source - Primary,Secondary Report Source
Guinea,Guinea,Conakry,Ebola,Humans,,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,09/05/14 20:40,No Tag,,,,,53,24,40,20,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,Guekedou,Ebola,Humans,,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,09/05/14 20:40,No Tag,4,2,,,149,107,72,51,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,Macenta,Ebola,Humans,,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,09/05/14 20:40,No Tag,,,,,22,16,13,10,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,Kissidougou,Ebola,Humans,,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,09/05/14 20:40,No Tag,,,,,6,5,1,1,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,Dabola,Ebola,Humans,,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,09/05/14 20:40,No Tag,,,,,4,4,1,1,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,Djingaraye,Ebola,Humans,,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,09/05/14 20:40,No Tag,,,,,1,1,,,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,,Ebola,Humans,,2464197,PRO/AH/EDR> Ebola virus disease - West Africa (36): WHO,http://promedmail.org/direct.php?id=20140511.2464197,11/05/14 09:47,No Tag,,,2,1,236,158,129,84,,ProMED Mail,WHO [edited],MOH Guinea
Mali,Mali,,Ebola,Humans,,2465430,PRO> Ebola virus disease - West Africa (37): Mali diagnostic lab,http://promedmail.org/direct.php?id=20140512.2465430,12/05/14 13:24,No Tag,,,,,,,,,,ProMED Mail,,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2467545,PRO/AH> Ebola virus disease - West Africa (38): Sierra Leone preparedness,http://promedmail.org/direct.php?id=20140512.2467545,12/05/14 20:39,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,15/05/14 14:35,No Tag,,,,,233,157,133,83,,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Conakry,Ebola,Humans,,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,15/05/14 14:35,No Tag,1,,,,50,24,,,,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Guekedou,Ebola,Humans,,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,15/05/14 14:35,No Tag,5,,,,149,106,,,,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Macenta,Ebola,Humans,,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,15/05/14 14:35,No Tag,,,,,23,17,,,,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Kissidougou,Ebola,Humans,,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,15/05/14 14:35,No Tag,,,,,6,5,,,,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Dabola,Ebola,Humans,,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,15/05/14 14:35,No Tag,,,,,4,4,,,,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Djingaraye,Ebola,Humans,,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,15/05/14 14:35,No Tag,,,,,1,1,,,,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Liberia,Liberia,,Ebola,Humans,,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,15/05/14 14:35,No Tag,,,,,12,11,6,,,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",
Guinea,Guinea,,Ebola,Humans,,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,16/05/14 17:32,No Tag,,,5,,248,171,138,92,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Conakry,Ebola,Humans,,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,16/05/14 17:32,No Tag,,,,,50,24,40,20,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Guekedou,Ebola,Humans,,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,16/05/14 17:32,No Tag,,,,,163,119,83,60,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Macenta,Ebola,Humans,,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,16/05/14 17:32,No Tag,,,,,22,17,12,10,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Kissidougou,Ebola,Humans,,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,16/05/14 17:32,No Tag,,,,,8,6,2,1,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Dabola,Ebola,Humans,,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,16/05/14 17:32,No Tag,,,,,4,4,1,1,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Djingaraye,Ebola,Humans,,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,16/05/14 17:32,No Tag,,,,,1,1,,,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Liberia,Liberia,,Ebola,Humans,,2489228,PRO/AH/EDR> Ebola virus disease - West Africa (41): fatal,http://promedmail.org/direct.php?id=20140521.2489228,21/05/14 18:09,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,22/05/14 15:45,No Tag,,,,,253,176,144,97,,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Conakry,Ebola,Humans,,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,22/05/14 15:45,No Tag,,,,,50,25,40,20,,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Guekedou,Ebola,Humans,,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,22/05/14 15:45,No Tag,,,,,168,123,89,65,,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Macenta,Ebola,Humans,,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,22/05/14 15:45,No Tag,,,,,22,17,12,10,,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Kissidougou,Ebola,Humans,,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,22/05/14 15:45,No Tag,,,,,8,6,2,1,,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Dabola,Ebola,Humans,,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,22/05/14 15:45,No Tag,,,,,4,4,1,1,,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Djingaraye,Ebola,Humans,,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,22/05/14 15:45,No Tag,,,,,1,1,,,,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Liberia,Liberia,,Ebola,Humans,,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,22/05/14 15:45,No Tag,,,,,12,9,,,,ProMED Mail,"WHO, Regional Office for Africa [edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,22/05/14 15:45,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,Telimene,Ebola,Humans,,2495778,"PRO/AH/EDR> Ebola virus disease - West Africa (43): Guinea, new cases",http://promedmail.org/direct.php?id=20140524.2495778,24/05/14 09:30,No Tag,,,2,,,,,,,ProMED Mail,Reuters [edited],
Guinea,Guinea,Telimene,Ebola,Humans,,2497408,"PRO/AH/EDR> Ebola virus disease - West Africa (44): Guinea, new cases",http://promedmail.org/direct.php?id=20140525.2497408,25/05/14 12:40,No Tag,,,,,,3,2,,,ProMED Mail,"Guineenews [in French, trans. CopyEd.LMI, edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,26/05/14 11:13,No Tag,,,1,,,,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Guinea,Guinea,,Ebola,Humans,,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,26/05/14 11:13,No Tag,,,,,258,174,146,95,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Guinea,Guinea,Conakry,Ebola,Humans,,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,26/05/14 11:13,No Tag,,,,,50,25,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Guinea,Guinea,Guekedou,Ebola,Humans,,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,26/05/14 11:13,No Tag,2,,,,170,121,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Guinea,Guinea,Macenta,Ebola,Humans,,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,26/05/14 11:13,No Tag,3,3,,,22,17,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Guinea,Guinea,Kissidougou,Ebola,Humans,,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,26/05/14 11:13,No Tag,,,,,8,6,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Guinea,Guinea,Dabola,Ebola,Humans,,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,26/05/14 11:13,No Tag,,,,,4,4,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Guinea,Guinea,Djingaraye,Ebola,Humans,,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,26/05/14 11:13,No Tag,,,,,1,1,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Guinea,Guinea,Telimene,Ebola,Humans,,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,26/05/14 11:13,No Tag,3,,,,3,,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",
Sierra Leone,Sierra Leone,"Koindu Town, Kailahun District",Ebola,Humans,,2498937,"PRO/AH/EDR> Ebola virus disease - West Africa (45): Sierra Leone, new case",http://promedmail.org/direct.php?id=20140526.2498937,26/05/14 11:10,No Tag,,,,,,5,1,,,ProMED Mail,"WHO/AFRO, Epidemic & Pandemic Alert and Response (EPR), Outbreak News, Ebola virus disease, West Africa [edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2500090,"PRO/AH/EDR> Ebola virus disease - West Africa (47): Sierra Leone, more cases",http://promedmail.org/direct.php?id=20140526.2500090,26/05/14 23:20,No Tag,,,,,,5,,,,ProMED Mail,NBC News.com [edited],
Sierra Leone,Sierra Leone,"Koindu Town, Kailahun District",Ebola,Humans,,2501116,"PRO/AH/EDR> Ebola virus disease - West Africa (48): Sierra Leone, more cases, preparedness",http://promedmail.org/direct.php?id=20140527.2501116,27/05/14 13:55,No Tag,,,,,,5,1,,,ProMED Mail,Sierra Leone Ministry of Health and Sanitation [edited],
Guinea,Guinea,Kissidougou,Ebola,Humans,,2501116,"PRO/AH/EDR> Ebola virus disease - West Africa (48): Sierra Leone, more cases, preparedness",http://promedmail.org/direct.php?id=20140527.2501116,27/05/14 13:55,No Tag,11,,2,,,,,,,ProMED Mail,Sierra Leone Ministry of Health and Sanitation [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2503946,"PRO/AH/EDR> Ebola virus disease - West Africa (49): Sierra Leone, Nigeria, call for action",http://promedmail.org/direct.php?id=20140528.2503946,28/05/14 18:20,No Tag,,,,1,7,,,2,,ProMED Mail,ReliefWeb [edited],
Sierra Leone,Sierra Leone,Kailahun District,Ebola,Humans,,2503946,"PRO/AH/EDR> Ebola virus disease - West Africa (49): Sierra Leone, Nigeria, call for action",http://promedmail.org/direct.php?id=20140528.2503946,28/05/14 18:20,No Tag,,,,1,7,,,2,,ProMED Mail,"European Centre for Disease Prevention and Control [excerpted, edited]",MOH
Guinea,Guinea,,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,,,,,281,185,,,,ProMED Mail,"Mail & Guardian, South Africa/Reuters [edited]",
Guinea,Guinea,Conakry,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,2,1,,,,,,,,ProMED Mail,"Mail & Guardian, South Africa/Reuters [edited]",
Guinea,Guinea,Telimene and Boffa,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,12,4,,,,,,,,ProMED Mail,"Mail & Guardian, South Africa/Reuters [edited]",
Sierra Leone,Sierra Leone,Kailahun District,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,9,4,,7,,,,,,ProMED Mail,"Mail & Guardian, South Africa/Reuters [edited]",
Guinea,Guinea,,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,,,,,281,186,163,103,,ProMED Mail,WHO/AFRO [edited],
Guinea,Guinea,Boffa,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,5,1,,,,,,,,ProMED Mail,WHO/AFRO [edited],
Guinea,Guinea,Telimene,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,7,4,,,,,,,,ProMED Mail,WHO/AFRO [edited],
Guinea,Guinea,Boke,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,1,,,,,,,,,ProMED Mail,WHO/AFRO [edited],
Guinea,Guinea,Dubreka,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,1,1,,,,,,,,ProMED Mail,WHO/AFRO [edited],
Guinea,Guinea,Conakry,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,,,,,48,26,,,,ProMED Mail,WHO/AFRO [edited],
Guinea,Guinea,Guekedou,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,,,,,176,126,,,,ProMED Mail,WHO/AFRO [edited],
Guinea,Guinea,Macenta,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,,,,,31,19,,,,ProMED Mail,WHO/AFRO [edited],
Guinea,Guinea,Kissidougou,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,,,,,7,5,,,,ProMED Mail,WHO/AFRO [edited],
Guinea,Guinea,Dabola,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,,,,,4,4,,,,ProMED Mail,WHO/AFRO [edited],
Guinea,Guinea,Djinguiraye,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,,,,,1,1,,,,ProMED Mail,WHO/AFRO [edited],
Sierra Leone,Sierra Leone,Kailahun District,Ebola,Humans,,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,28/05/14 20:36,No Tag,,,,,16,5,7,,,ProMED Mail,WHO/AFRO [edited],
Sierra Leone,Sierra Leone,Kailahun District,Ebola,Humans,,2506848,PRO/AH/EDR> Ebola virus disease - West Africa (51): Sierra Leone update,http://promedmail.org/direct.php?id=20140529.2506848,29/05/14 15:25,No Tag,,,,,,,14,2,,ProMED Mail,a reliable source in Sierra Leone [edited],
Sierra Leone,Sierra Leone,"Koindu Town, Kailahun District",Ebola,Humans,,2506848,PRO/AH/EDR> Ebola virus disease - West Africa (51): Sierra Leone update,http://promedmail.org/direct.php?id=20140529.2506848,29/05/14 15:25,No Tag,,,,,,,7,,,ProMED Mail,"GlobalPost, Xinhua News Agency report [edited]",Health Minister Miatta Kargbo
Guinea,Guinea,,Ebola,Humans,,2510209,"PRO/AH/EDR> Ebola virus disease - West Africa (52): WHO update, Sierra Leone (Freetown)",http://promedmail.org/direct.php?id=20140530.2510209,30/05/14 22:27,No Tag,10,7,,,291,193,172,108,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Conakry,Ebola,Humans,,2510209,"PRO/AH/EDR> Ebola virus disease - West Africa (52): WHO update, Sierra Leone (Freetown)",http://promedmail.org/direct.php?id=20140530.2510209,30/05/14 22:27,No Tag,,,,,53,27,,,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Guekedou,Ebola,Humans,,2510209,"PRO/AH/EDR> Ebola virus disease - West Africa (52): WHO update, Sierra Leone (Freetown)",http://promedmail.org/direct.php?id=20140530.2510209,30/05/14 22:27,No Tag,,,,,179,133,,,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Macenta,Ebola,Humans,,2510209,"PRO/AH/EDR> Ebola virus disease - West Africa (52): WHO update, Sierra Leone (Freetown)",http://promedmail.org/direct.php?id=20140530.2510209,30/05/14 22:27,No Tag,,,,,40,23,,,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Kissidougou,Ebola,Humans,,2510209,"PRO/AH/EDR> Ebola virus disease - West Africa (52): WHO update, Sierra Leone (Freetown)",http://promedmail.org/direct.php?id=20140530.2510209,30/05/14 22:27,No Tag,,,,,7,5,,,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Dabola,Ebola,Humans,,2510209,"PRO/AH/EDR> Ebola virus disease - West Africa (52): WHO update, Sierra Leone (Freetown)",http://promedmail.org/direct.php?id=20140530.2510209,30/05/14 22:27,No Tag,,,,,4,4,,,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
Guinea,Guinea,Djinguiraye,Ebola,Humans,,2510209,"PRO/AH/EDR> Ebola virus disease - West Africa (52): WHO update, Sierra Leone (Freetown)",http://promedmail.org/direct.php?id=20140530.2510209,30/05/14 22:27,No Tag,,,,,1,1,,,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",
